,n_semesters,sum_credits,GPA,failed_subjects,FACULTAD,NOMBRE_PROGRAMA,gpa_last_semester,GENERO,EDAD,COLEGIO_PROCEDENCIA,PUNT_TOTAL,PUNT_AREA,ES_DESERTOR,Codigo
2395,1,22.0,1.0272727272727273,8,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,1.03,M,25.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,61,60,SI,55215015
2396,9,159.0,3.6943396226415093,4,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.56,M,22.0,INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA,278,55,NO,55215016
2397,1,14.0,3.3285714285714287,1,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.33,M,24.0,COLEGIO DE BOYACÁ,50,51,SI,55215017
2398,9,150.0,4.396666666666666,1,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.75,F,21.0,INSTITUCION EDUCATIVA SAN JERONIMO EMILIANI,65,70,NO,55215018
2399,8,153.0,3.8895424836601307,2,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.13,F,25.0,INSTITUCIÓN EDUCATIVA MAGDALENA,47,47,NO,55215501
2400,11,178.0,3.2865168539325844,15,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.74,F,23.0,COLEGIO ISABEL VALBUENA CIFUENTES,59,58,NO,55215503
2401,11,173.0,3.2393063583815027,9,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.68,F,25.0,IE ANTONIO MARTINEZ DELGADO,45,48,NO,55215504
2402,11,171.0,3.3216374269005846,15,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.17,M,23.0,INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA,242,50,NO,55215505
2403,2,27.0,2.755555555555556,7,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.72,M,26.0,COLEGIO CIUDAD DEL SOL,38,39,SI,55215506
2404,11,184.0,3.294021739130435,14,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.22,M,25.0,COL. DE LA PRESENTACION,56,50,NO,55215507
2405,10,164.0,3.5335365853658542,6,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.97,M,24.0,I.E. SAN LUIS BELTRAN,48,53,NO,55215509
2406,2,35.0,3.634285714285715,2,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.68,M,33.0,I.E. TOMAS VASQUEZ RODRIGUEZ,45,51,SI,55216001
2407,10,154.0,3.035714285714286,17,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.75,M,24.0,COLEGIO COLOMBO BRITANICO - TUNJA,285,54,NO,55216003
2408,1,16.0,2.7,4,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.7,M,23.0,COL. NUESTRA SEÑORA DE FÁTIMA,269,146,SI,55216004
2409,7,104.0,3.1471153846153848,12,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.05,M,22.0,IE BRAULIO GONZALEZ,248,49,NO,55216005
2410,9,154.0,3.391558441558441,3,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,0.0,M,22.0,COLEGIO DE BOYACÁ,289,52,NO,55216006
2411,9,155.0,3.9161290322580653,3,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.66,M,24.0,I.E. ARMANDO SOLANO,58,61,NO,55216008
2412,1,16.0,0.9312500000000001,8,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,0.93,M,23.0,INST. GESTION INFORMATICA Y GUIA ACADEMICA - GIGA,300,60,SI,55216009
2413,10,157.0,3.415286624203822,7,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.99,M,23.0,INST TEC EMPRESARIAL,265,55,NO,55216010
2414,3,50.0,3.3760000000000003,6,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.94,M,23.0,COLEGIO GUILLERMO LEON VALENCIA,305,62,SI,55216011
2415,10,159.0,3.311320754716981,6,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,1.09,M,23.0,IE JESUS BERNAL PINZON,240,48,NO,55216012
2416,4,64.0,2.8015625,13,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.17,M,22.0,INST TEC EMPRESARIAL,272,59,SI,55216013
2417,9,134.0,3.2283582089552234,15,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.13,F,22.0,COLEGIO SALESIANO,208,40,NO,55216014
2418,9,145.0,3.4717241379310346,6,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.19,M,24.0,CENTRO EDUCATIVO SAN AGUSTIN,51,57,NO,55216016
2419,1,16.0,2.94375,2,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.94,M,25.0,INST COLOMBIANO MAXIMO GORKI,255,52,SI,55216017
2420,8,150.0,4.056,1,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.55,M,23.0,I.E. SAN FELIPE,56,59,NO,55216502
2421,1,16.0,1.8749999999999998,6,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,1.87,M,27.0,CENTRO EDUCATIVO SUPERIOR INTEGRAL PARA EL DESARROLLO HUMANO CESIDH,251,56,SI,55216504
2422,2,19.0,2.8368421052631576,6,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.79,M,23.0,IE TECNICA RAMON IGNACIO AVELLA,209,46,SI,55216505
2423,1,12.0,2.65,3,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.65,F,23.0,IE IGNACIO GIL SANABRIA,46,51,SI,55216507
2424,7,92.0,2.883695652173913,14,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.97,M,25.0,INSTITUCIÓN EDUCATIVA SAN JERÓNIMO EMILIANI,53,57,NO,55216512
2425,2,28.0,2.892857142857143,7,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.86,M,24.0,IE IGNACIO GIL SANABRIA,41,43,SI,55216513
2426,1,15.0,0.49333333333333323,7,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,0.49,M,24.0,I.E.T. SAN PEDRO DE IGUAQUE,43,40,SI,55216514
2428,4,49.0,1.4836734693877551,17,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,0.24,M,24.0,COLEGIO TECNICO MUNICIPAL SIMON BOLIVAR,302,65,SI,55216517
2429,8,131.0,3.4106870229007638,14,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.12,M,23.0,COLEGIO JALIL GIBRAN,293,61,NO,55216518
2430,4,46.0,2.8021739130434784,9,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,1.78,M,25.0,INSTITUCIÓN EDUCATIVA ANTONIO JOSÉ SANDOVAL GÓMEZ DE TUNJA,245,48,SI,55216520
2431,3,38.0,3.9578947368421056,1,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.2,M,23.0,INSTITUCIÓN EDUCATIVA JULIUS SIEBER,325,64,SI,55216521
2432,7,150.0,4.0986666666666665,1,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.57,F,23.0,IE SUPANECA,45,47,NO,55216522
2433,4,50.0,2.21,12,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,0.52,M,24.0,GIMNASIO MODERNO SANTA SOFIA-DUITAMA,393,92,SI,55216524
2434,7,150.0,4.116,1,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.57,M,23.0,I.E. EL ROSARIO - PAIPA,52,55,NO,55216525
2435,8,124.0,3.138709677419355,14,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.86,M,25.0,INSTITUCIÓN EDUCATIVA ANTONIO NARIÑO,45,48,NO,55216527
2436,8,138.0,4.223188405797101,2,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.63,M,21.0,JHON F KENEDY-CALARCA,327,64,NO,55217001
2437,3,47.0,2.948936170212766,8,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.44,M,22.0,LICEO LOS LANCEROS,299,59,SI,55217003
2438,3,36.0,2.005555555555556,11,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,0.1,M,22.0,I.E.T. SAN PEDRO DE IGUAQUE,244,48,SI,55217004
2439,8,130.0,3.331538461538462,10,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.94,M,21.0,INSTITUTO TÉCNICO EMPRESARIAL EL YOPAL,276,57,NO,55217005
2440,1,16.0,3.425,1,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.42,M,21.0,IE TECNICA  FRANCISCO JOSE DE CALDAS,244,51,SI,55217008
2441,2,41.0,1.0365853658536588,17,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,0.0,M,24.0,COLEGIO SIMON BOLIVAR,44,43,SI,55217010
2442,1,18.0,4.038888888888889,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.04,M,21.0,COL DULCE CORAZON DE MARIA,333,66,SI,55217013
2443,8,121.0,3.3495867768595047,11,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.16,M,23.0,I.E. INEM JOSE EUSTASIO RIVERA,216,43,NO,55217014
2444,8,133.0,3.471428571428572,9,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.84,M,21.0,COLEGIO LUIS HERNÁNDEZ VARGAS,257,51,NO,55217015
2445,8,121.0,3.5371900826446288,8,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.22,F,22.0,GIMNASIO VIRTUAL SAN FRANCISCO JAVIER-CAJICÁ,294,58,NO,55217016
2446,4,61.0,2.880327868852459,12,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.87,M,21.0,LICEO LEÓN DE GREIFF-TUNJA,255,48,NO,55217017
2447,4,47.0,1.8893617021276594,15,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,0.43,M,20.0,I.E. MARCO AURELIO BERNAL,317,64,NO,55217019
2448,8,133.0,3.5706766917293233,8,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.04,F,25.0,IE TECNICA RAMON IGNACIO AVELLA,41,42,NO,55217021
2449,1,16.0,3.175,3,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.18,M,22.0,COLEGIO IGNACIO GIL SANABRIA,236,44,SI,55217023
2450,1,16.0,3.04375,2,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.04,M,21.0,COLEGIO IGNACIO GIL SANABRIA,284,52,SI,55217024
2451,4,66.0,2.7818181818181817,8,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,0.71,M,26.0,COLEGIO CELCO,478,80,NO,55217025
2452,1,16.0,3.5374999999999996,1,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.54,M,24.0,I.E. SUSANA GUILLEMIN,44,44,SI,55217026
2453,2,31.0,2.916129032258064,6,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.71,M,21.0,IE TECNICA  FRANCISCO JOSE DE CALDAS,215,41,SI,55217029
2454,8,137.0,3.9649635036496353,3,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.76,M,24.0,COLEGIO TECNICO MUNICIPAL FRANCISCO DE PAULA SANTANDER,354,69,NO,55217031
2455,1,16.0,2.69375,5,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.69,M,24.0,INSTITUCIÓN EDUCATIVA TÉCNICO DE BELLAS ARTES,262,50,SI,55217033
2456,2,32.0,3.50625,2,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.46,M,22.0,COLEGIO IGNACIO GIL SANABRIA,288,53,SI,55217034
2457,7,118.0,4.230508474576272,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.27,M,27.0,IE CENTRO SOCIAL LA PRESENTACION,58,61,NO,55217501
2458,7,120.0,3.8616666666666664,2,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.32,F,21.0,COLEGIO ACADÉMICO DE PAIPA,275,54,NO,55217502
2459,3,35.0,2.0914285714285716,9,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,1.44,M,21.0,IE JOSE MARIA CORDOBA - TAURAMENA,321,64,NO,55217503
2460,7,87.0,3.222988505747127,9,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.33,M,21.0,IE EL PARAISO,285,53,NO,55217504
2461,7,111.0,3.5216216216216214,5,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.05,M,21.0,I.E. SUSANA GUILLEMIN,294,60,NO,55217505
2462,7,114.0,3.467543859649123,6,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.81,M,21.0,INSTITUCION EDUCATIVA RAMON IGNACIO AVELLA,266,56,NO,55217506
2463,3,73.0,4.00958904109589,2,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.14,F,27.0,IE JORGE GUILLERMO MOJICA MARQUEZ-TASCO,283,60,NO,55217507
2464,2,44.0,3.7545454545454544,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.68,M,25.0,COLEGIO DE LA INMACULADA CONCEPCION-SOACHA,51,52,SI,55217508
2465,1,16.0,0.7,8,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,0.7,M,23.0,COL COOPTEBOY,280,49,SI,55217513
2466,1,16.0,3.34375,1,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.34,M,21.0,COLEGIO CHAMPAGNAT PINARES DE ORIENTE-VILLAVICENCIO,287,56,SI,55217514
2467,2,31.0,1.9096774193548387,11,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,0.94,M,23.0,I.E.D. DE  VILLAFÁTIMA-MITÚ,269,51,SI,55217515
2468,4,64.0,3.484375,3,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.32,M,23.0,"COLEGIO TOMAS CARRASQUILLA (IED)-BOGOTÁ, D.C.",270,48,NO,55218001
2469,6,92.0,3.4163043478260864,9,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.56,M,23.0,COL COOP COOSERVICIOS,269,54,NO,55218002
2470,6,95.0,3.643157894736842,4,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.7,M,22.0,INEM CARLOS ARTURO TORRES,291,57,NO,55218003
2471,6,99.0,4.057575757575758,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.04,F,20.0,IE RAFAEL URIBE URIBE,308,60,NO,55218004
2472,6,87.0,3.445977011494253,8,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.8,M,21.0,COLEGIO ISABEL VALBUENA CIFUENTES,275,58,NO,55218005
2473,4,52.0,3.140384615384615,8,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.72,M,21.0,INSTITUCIÓN EDUCATIVA INTEGRADO JOAQUÍN GONZÁLEZ CAMARGO,261,54,NO,55218006
2474,2,28.0,3.6964285714285716,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.61,M,21.0,INSTITUCION EDUCATIVA ANTONIO JOSE SANDOVAL,265,54,NO,55218007
2475,6,102.0,4.023529411764706,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.48,F,20.0,COLEGIO COOSERVICIOS DAGOBERTO JIMÉNEZ JIMÉNEZ,292,58,NO,55218008
2476,3,50.0,3.148,6,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.41,M,20.0,COLEGIO LUIS HERNÁNDEZ VARGAS,337,70,NO,55218009
2477,6,100.0,4.281,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.49,F,20.0,I.E. EL ROSARIO - PAIPA,307,62,NO,55218010
2478,6,97.0,3.591752577319588,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.61,F,20.0,I.E. MANUELA BELTRAN-SAN JOSÉ DEL GUAVIARE,269,56,NO,55218011
2479,1,16.0,3.4187499999999997,1,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.42,M,22.0,COL COMFANORTE,290,58,SI,55218012
2480,6,95.0,3.0189473684210526,14,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.08,M,20.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,274,56,NO,55218013
2481,1,14.0,3.4714285714285715,1,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.47,M,20.0,I.E. INEM JOSE EUSTASIO RIVERA,215,42,SI,55218014
2482,2,30.0,3.39,2,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.32,M,20.0,COLEGIO TÉCNICO COMERCIAL DE JENESANO,280,55,NO,55218017
2483,6,112.0,3.420535714285714,6,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.73,M,27.0,COLEGIO  TRINIDAD CAMACHO PINZON,295,46,NO,55218018
2484,5,90.0,3.8533333333333335,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.86,M,20.0,COLEGIO ALEJANDRO DE HUMBOLDT,309,60,NO,55218501
2485,1,18.0,2.983333333333333,4,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.98,M,22.0,INSTITUCIÓN EDUCATIVA ARMANDO SOLANO,259,56,NO,55218502
2486,1,18.0,2.1166666666666663,7,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.12,M,26.0,INSTITUCION EDUCATIVA GIMNASIO GRAN COLOMBIANO,295,58,NO,55218503
2487,2,36.0,1.583333333333333,12,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,0.52,M,20.0,I.E. SUSANA GUILLEMIN,304,60,NO,55218504
2488,5,89.0,3.7730337078651686,4,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.36,F,22.0,I.E. CUSTODIO GARCIA ROVIRA,302,60,NO,55218505
2489,5,83.0,3.4132530120481923,4,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.52,M,24.0,CORPORACIÓN EDUCATIVA LICEO MODERNO-VILLAVICENCIO,263,53,NO,55218506
2490,5,68.0,3.8705882352941168,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.69,M,26.0,"COLEGIO CEDID SAN PABLO (IED)-BOGOTÁ, D.C.",306,62,NO,55218508
2491,4,72.0,4.172222222222222,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.34,M,18.0,COLEGIO DE BOYACA,322,68,NO,55219001
2492,3,54.0,3.5018518518518515,1,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.58,F,22.0,ESCUELA NORMAL NACIONAL PARA SEÑORITAS ANTONIO NARIÑO,233,50,NO,55219002
2493,4,74.0,4.314864864864865,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.52,M,19.0,COL MODERNO LA FLORIDA-TUNJA,366,74,NO,55219003
2494,3,62.0,3.1919354838709677,4,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.05,M,20.0,COL. NUESTRA SEÑORA DE FÁTIMA,340,65,NO,55219004
2495,4,72.0,3.797222222222222,1,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.89,M,26.0,COLEGIO DE EDUCACIÓN BASICA FRANCISCO DE PAULA SANTANDER,277,54,NO,55219006
2496,5,76.0,4.135526315789473,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.7,M,19.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA,302,62,NO,55219007
2497,4,71.0,3.3070422535211264,6,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.95,M,19.0,INSTITUCIÓN EDUCATIVA TÉCNICA FRANCISCO JOSÉ DE CALDAS,265,59,NO,55219008
2498,4,63.0,3.893650793650794,1,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.08,M,19.0,I.E. JUANA CAPORAL,334,66,NO,55219009
2499,4,72.0,4.029166666666666,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.44,M,18.0,INSTITUCION EDUCATIVA SAN JERONIMO EMILIANI,313,62,NO,55219010
2500,4,74.0,4.174324324324324,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.47,F,19.0,I.E. EL ROSARIO - PAIPA,341,66,NO,55219011
2501,4,72.0,3.938888888888888,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.18,M,20.0,COLEGIO NACIONAL SUGAMUXI,305,64,NO,55219012
2502,4,72.0,3.845833333333333,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.0,M,18.0,INSTITUTO TÉCNICO EMPRESARIAL EL YOPAL,330,68,NO,55219014
2503,2,31.0,3.2322580645161287,2,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.78,M,19.0,COLEGIO PABLO NERUDA,307,62,NO,55219015
2504,3,53.0,3.1113207547169806,8,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.78,M,18.0,INSTITUCIÓN EDUCATIVA TÉCNICA SAN LUIS,268,56,NO,55219017
2505,4,72.0,3.7291666666666665,1,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.85,M,18.0,I.E. MIRAFLORES-MIRAFLORES,321,62,NO,55219018
2506,3,56.0,3.975,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.22,M,21.0,LICEO ANGLO AMAERICANO,270,55,NO,55219501
2507,3,54.0,4.066666666666666,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.23,M,19.0,INSTITUTO TECNICO SANTO TOMAS DE AQUINO,302,62,NO,55219502
2508,3,49.0,4.487755102040817,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.41,F,21.0,COLEGIO SAN JOSE DE CALASANZ - DUITAMA,270,59,NO,55219503
2509,1,18.0,2.2055555555555557,5,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.21,M,20.0,LICEO ANGLO AMERICANO DE SOGAMOSO,317,64,NO,55219504
2510,3,56.0,4.189285714285714,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.48,M,19.0,INSTITUTO EDUCATIVO DEL LLANO,320,60,NO,55219505
2511,3,54.0,4.459259259259259,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.47,M,20.0,COLEGIO SEMINARIO DIOCESANO,368,73,NO,55219506
2512,3,54.0,4.275925925925926,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.41,M,22.0,C. E. R. CANTOR-SAN VICENTE FERRER,289,62,NO,55219507
2513,3,49.0,4.40204081632653,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.5,F,24.0,INSTITUCIÓN EDUCATIVA ANTONIO JOSÉ SANDOVAL,304,60,NO,55220002
2514,2,36.0,2.1416666666666666,12,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,1.27,M,20.0,INSTITUCION EDUCATIVA SAN JERONIMO EMILIANI,247,54,NO,55220003
2515,2,36.0,4.033333333333333,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.91,M,20.0,COLEGIO TÉCNICO MUNICIPAL SIMÓN BOLIVAR DUITAMA,302,64,NO,55220004
2516,2,36.0,3.5416666666666665,1,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.36,M,18.0,COLEGIO COMERCIAL ADVENTISTA DE SOGAMOSO - CADES,249,54,NO,55220005
2517,2,36.0,4.466666666666667,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.56,F,21.0,COLEGIO GUILLERMO LEON VALENCIA,300,60,NO,55220006
2518,1,18.0,4.011111111111111,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.01,M,21.0,"INST TEC COLOMBO SUECO-BOGOTÁ, D.C.",345,69,NO,55220008
2519,2,72.0,3.945833333333333,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.53,M,21.0,INSTITUCIÓN EDUCATIVA JOSÉ EUSTASIO RIVERA,292,59,NO,55220009
2520,2,36.0,3.802777777777777,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,3.73,M,18.0,INSTITUCION EDUCATIVA ANTONIO JOSE SANDOVAL,272,56,NO,55220010
2521,2,36.0,3.2138888888888886,3,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,2.63,M,18.0,INSTITUCIÓN TÉCNICO INDUSTRIAL RAFAEL REYES,254,52,NO,55220011
2522,2,36.0,4.5055555555555555,0,FACULTAD DE CIENCIAS E INGENIERÍA,INGENIERÍA DE SISTEMAS,4.48,M,19.0,COLEGIO SILVIA APONTE RODRIGUEZ-VILLAVICENCIO,339,66,NO,55220012
